movie title,Cleaned_Overview
The Dry,aaron falk returns droughtstricken hometown attend tragic funeral return opens decadesold wound unsolved death teenage girl
Spontaneous,ready outrageous comingofage love story growing upand blowing students school begin exploding literally seniors mara dylan struggle survive world moment
Saturday Night Fever,anxious future high school 19yearold italianamerican brooklyn tries escape harsh reality bleak family life dominating dance floor local disco
Wanda,wanda lonely housewife drifts mining country meets petty thief who takes
A Perfect Getaway,pairs lovers hawaiian vacation discover psychopaths are stalking murdering tourists islands
Muriel's Wedding,young social outcast australia steals money parents finance vacation hopes happiness love
Boys Don't Cry,young man named brandon teena navigates love life transgender rural nebraska
The Sisterhood of the Traveling Pants,best girlfriends hatch plan stay connected one as lives start different directions pass pair secondhand jeans fits bodies perfectly
All the Right Moves,ambitious young football star is trapped dying townunless gridiron skills win way
Australia,set northern australia wwii englishwoman who inherits sprawling ranch reluctantly pacts stockman order drive 2000 head cattle unforgiving landscapes
The Constant Gardener,widower is determined potentially explosive secret involving wifes murder big business corporate corruption
Carrie,shy girl outcasted peers sheltered religious mother unleashes telekinetic terror small town pushed far senior prom
The Ten Commandments,moses raised as prince egypt pharaohs household learns true heritage as hebrew divine mission as deliverer people slavery
The Tree of Life,story family waco texas 1956 eldest son witnesses loss innocence struggles parents conflicting teachings
Finding Neverland,story sir jm barries friendship family who inspired create peter pan
Red,reclusive man sets justice redemption troublesome teens kill dog good reason
42,1947 jackie robinson africanamerican play major league baseball modern era signed brooklyn dodgers faces considerable racism process
The Professor,college professor lives life reckless abandon diagnosed terminal illness
1984,totalitarian future society man daily work is rewriting history tries rebel falling love
1984,totalitarian future society winston smith daily work is rewriting history tries rebel falling love
Bully,pack naïve teenagers conspire murder mutual friend aggressive demeanor proved
That Thing You Do!,local pennsylvania band scores onehit wonder 1964 rides starmaking machinery as long as lots help manager
My Big Fat Greek Wedding,young greek woman falls love nongreek struggles family accept comes terms heritage cultural identity
Papillon,wrongfully convicted murder henri charriere forms unlikely relationship fellow inmate quirky convicted counterfeiter louis dega attempt escape notorious penal colony devils island
Some Kind of Wonderful,keith goes amanda girl dreams amandas exboyfriend plans keith keiths best friend tomboy watts realizes feelings keith
Trainwreck,having thought monogamy possible commitmentphobic career woman face fears meets good guy
Level 16,highly regimented boarding school pair students discover things are as
Memoria,woman scotland traveling colombia begins notice strange sounds soon begins think appearance
Cabaret,female girlie club entertainer weimar republic era berlin romances men nazi party rises power
Alice Doesn't Live Here Anymore,recently widowed woman is road precocious young son determined make new life as singer
Lawless,set depressionera franklin county virginia trio bootlegging brothers are threatened new special deputy authorities angling cut profits
Never Been Kissed,newspaper reporter enrolls high school as research story
Leave No Trace,father thirteenyearold daughter are living ideal existence vast urban park portland oregon small mistake derails lives forever
Barry Lyndon,irish rogue wins heart rich widow assumes dead husbands aristocratic position 18thcentury england
Dinosaur,orphaned dinosaur raised lemurs joins arduous trek sanctuary meteorite shower destroys family home
Big Eyes,drama awakening painter margaret keane phenomenal success 1950s subsequent legal difficulties husband who claimed credit works 1960s
Glasshouse,confined glasshouse family survives shred toxin erases memory sisters are seduced stranger who shatters peace stirs past best left buried
The Lorax,12yearold boy searches one thing enable win affection girl dreams discover story lorax grumpy charming creature who fights protect world
The Giver,seemingly perfect community war pain suffering differences choice young boy is chosen learn elderly man true pain pleasure real world
JFK,new orleans district attorney jim garrison discovers theres kennedy assassination official story
Ammonite,1840s england acclaimed overlooked fossil hunter mary anning young woman sent convalesce sea develop intense relationship altering lives forever
Shot Caller,newly released prisoner is forced leaders gang orchestrate major crime brutal rival gang streets southern california
